date	source	country	level	area	tot_case	cur_admit	tot_recover	tot_death	house
20140910	Liberia_MoH_sitRep	LBR	1	GrandBassa	46			19	0
20140910	Liberia_MoH_sitRep	LBR	1	GrandCapeMount	16			14	0
20140910	Liberia_MoH_sitRep	LBR	1	GrandGedeh	3			2	0
20140910	Liberia_MoH_sitRep	LBR	1	Lofa	692			368	0
20140910	Liberia_MoH_sitRep	LBR	1	Margibi	391			162	0
20140910	Liberia_MoH_sitRep	LBR	1	Maryland	6			4	0
20140910	Liberia_MoH_sitRep	LBR	1	Monteserrado	849			532	0
20140910	Liberia_MoH_sitRep	LBR	1	Nimba	134			90	0
20140910	Liberia_MoH_sitRep	LBR	1	RiverGee	9			5	0
20140910	Liberia_MoH_sitRep	LBR	1	RiverCess	1			1	0
20140910	Liberia_MoH_sitRep	LBR	1	Sinoe	3			1	0
20140910	GoSL_MoHS_sitRep_106	SLE	0	SierraLeone	1509	115	292	493	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	Kailahun	558			224	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	Kenema	419			210	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	Kono	51			3	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	Kambia	2			0	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	Koinadugu	0			0	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	Bombali	75			6	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	Tonkolili	27			2	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	PortLoko	125			18	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	Pujehun	11			1	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	Bo	75			16	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	Moyamba	16			6	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	Bonthe	1			1	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	WesternAreaUrban	97			5	0
20140910	GoSL_MoHS_sitRep_106	SLE	2	WesternAreaRural	52			2	0
20140911	Liberia_MoH_sitRep	LBR	0	Liberia	2527			1349	0
20140911	Liberia_MoH_sitRep	LBR	1	Bomi	81			51	0
20140911	Liberia_MoH_sitRep	LBR	1	Bong	194			56	0
20140911	Liberia_MoH_sitRep	LBR	1	Gbarpolu	1			0	0
20140911	Liberia_MoH_sitRep	LBR	1	GrandBassa	46			19	0
20140911	Liberia_MoH_sitRep	LBR	1	GrandCapeMount	16			14	0
20140911	Liberia_MoH_sitRep	LBR	1	GrandGedeh	3			2	0
20140911	Liberia_MoH_sitRep	LBR	1	Lofa	699			371	0
20140911	Liberia_MoH_sitRep	LBR	1	Margibi	410			170	0
20140911	Liberia_MoH_sitRep	LBR	1	Maryland	6			4	0
20140911	Liberia_MoH_sitRep	LBR	1	Monteserrado	917			564	0
20140911	Liberia_MoH_sitRep	LBR	1	Nimba	141			91	0
20140911	Liberia_MoH_sitRep	LBR	1	RiverGee	9			5	0
20140911	Liberia_MoH_sitRep	LBR	1	RiverCess	1			1	0
20140911	Liberia_MoH_sitRep	LBR	1	Sinoe	3			1	0
20140911	GoSL_MoHS_sitRep_107	SLE	0	SierraLeone	1551	123	309	498	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	Kailahun	558			224	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	Kenema	420			213	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	Kono	55			3	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	Kambia	3			1	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	Koinadugu	0			0	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	Bombali	75			6	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	Tonkolili	31			2	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	PortLoko	138			18	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	Pujehun	11			1	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	Bo	84			16	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	Moyamba	20			6	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	Bonthe	1			1	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	WesternAreaUrban	103			5	0
20140911	GoSL_MoHS_sitRep_107	SLE	2	WesternAreaRural	52			2	0
20140912	Liberia_MoH_sitRep	LBR	0	Liberia	2602			1402	0
20140912	Liberia_MoH_sitRep	LBR	1	Bomi	82			52	0
20140912	Liberia_MoH_sitRep	LBR	1	Bong	198			56	0
20140912	Liberia_MoH_sitRep	LBR	1	Gbarpolu	1			0	0
20140912	Liberia_MoH_sitRep	LBR	1	GrandBassa	46			19	0
20140912	Liberia_MoH_sitRep	LBR	1	GrandCapeMount	17			14	0
20140912	Liberia_MoH_sitRep	LBR	1	GrandGedeh	3			2	0
20140912	Liberia_MoH_sitRep	LBR	1	Lofa	701			373	0
20140912	Liberia_MoH_sitRep	LBR	1	Margibi	422			180	0
20140912	Liberia_MoH_sitRep	LBR	1	Maryland	12			4	0
20140912	Liberia_MoH_sitRep	LBR	1	Monteserrado	966			604	0
20140912	Liberia_MoH_sitRep	LBR	1	Nimba	141			91	0
20140912	Liberia_MoH_sitRep	LBR	1	RiverGee	9			5	0
20140912	Liberia_MoH_sitRep	LBR	1	RiverCess	1			1	0
20140912	Liberia_MoH_sitRep	LBR	1	Sinoe	3			1	0
20140912	GoSL_MoHS_sitRep_108	SLE	0	SierraLeone	1586	132	313	507	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	Kailahun	558			224	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	Kenema	422			221	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	Kono	55			3	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	Kambia	3			1	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	Koinadugu	0			0	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	Bombali	84			6	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	Tonkolili	32			2	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	PortLoko	148			18	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	Pujehun	11			1	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	Bo	87			16	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	Moyamba	20			6	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	Bonthe	1			1	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	WesternAreaUrban	110			5	0
20140912	GoSL_MoHS_sitRep_108	SLE	2	WesternAreaRural	54			2	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	0	Guinea	936	61		595	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Conakry	138	33		59	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Gueckedou	350	9		292	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Macenta	267	9		156	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Dabola	4			4	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Kissidougou	8			6	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Dinguiraye	1			1	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Telimele	26	2		10	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Boffa	24			16	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Kouroussa	4			4	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Siguiri	6	2		3	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Pita	9			3	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Nzerekore	29	1		21	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Yomou	11	1		5	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Dubreka	21	3		4	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Forecariah	9			5	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Kerouane	19			2	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Coyah	8	1		4	0
20140913	Guinea_Ebola_Sit_Rep_151	GIN	2	Dalaba	2			0	0
20140913	Liberia_MoH_sitRep	LBR	0	Liberia	2663			1413	0
20140913	Liberia_MoH_sitRep	LBR	1	Bomi	83			53	0
20140913	Liberia_MoH_sitRep	LBR	1	Bong	204			56	0
20140913	Liberia_MoH_sitRep	LBR	1	Gbarpolu	1			0	0
20140913	Liberia_MoH_sitRep	LBR	1	GrandBassa	46			19	0
20140913	Liberia_MoH_sitRep	LBR	1	GrandCapeMount	17			14	0
20140913	Liberia_MoH_sitRep	LBR	1	GrandGedeh	3			2	0
20140913	Liberia_MoH_sitRep	LBR	1	Lofa	707			374	0
20140913	Liberia_MoH_sitRep	LBR	1	Margibi	445			184	0
20140913	Liberia_MoH_sitRep	LBR	1	Maryland	12			4	0
20140913	Liberia_MoH_sitRep	LBR	1	Monteserrado	983			608	0
20140913	Liberia_MoH_sitRep	LBR	1	Nimba	149			92	0
20140913	Liberia_MoH_sitRep	LBR	1	RiverGee	9			5	0
20140913	Liberia_MoH_sitRep	LBR	1	RiverCess	1			1	0
20140913	Liberia_MoH_sitRep	LBR	1	Sinoe	3			1	0
20140913	GoSL_MoHS_sitRep_109	SLE	0	SierraLeone	1603	122	314	511	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	Kailahun	578			225	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	Kenema	425			225	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	Kono	55			3	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	Kambia	3			1	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	Koinadugu	0			0	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	Bombali	86			6	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	Tonkolili	33			2	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	PortLoko	148			18	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	Pujehun	11			1	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	Bo	88			16	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	Moyamba	19			6	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	Bonthe	1			1	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	WesternAreaUrban	118			5	0
20140913	GoSL_MoHS_sitRep_109	SLE	2	WesternAreaRural	55			2	0
20140914	Liberia_MoH_sitRep	LBR	0	Liberia	2712			1450	0
20140914	Liberia_MoH_sitRep	LBR	1	Bomi	83			53	0
20140914	Liberia_MoH_sitRep	LBR	1	Bong	209			61	0
20140914	Liberia_MoH_sitRep	LBR	1	Gbarpolu	1			0	0
20140914	Liberia_MoH_sitRep	LBR	1	GrandBassa	54			19	0
20140914	Liberia_MoH_sitRep	LBR	1	GrandCapeMount	17			14	0
20140914	Liberia_MoH_sitRep	LBR	1	GrandGedeh	3			2	0
20140914	Liberia_MoH_sitRep	LBR	1	Lofa	714			375	0
20140914	Liberia_MoH_sitRep	LBR	1	Margibi	457			193	0
20140914	Liberia_MoH_sitRep	LBR	1	Maryland	6			4	0
20140914	Liberia_MoH_sitRep	LBR	1	Monteserrado	1006			630	0
20140914	Liberia_MoH_sitRep	LBR	1	Nimba	149			92	0
20140914	Liberia_MoH_sitRep	LBR	1	RiverGee	9			5	0
20140914	Liberia_MoH_sitRep	LBR	1	RiverCess	1			1	0
20140914	Liberia_MoH_sitRep	LBR	1	Sinoe	3			1	0
20140914	GoSL_MoHS_sitRep_110	SLE	0	SierraLeone	1655	104	324	516	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	Kailahun	561			228	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	Kenema	437			227	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	Kono	55			3	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	Kambia	3			1	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	Koinadugu	0			0	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	Bombali	118			6	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	Tonkolili	34			2	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	PortLoko	148			18	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	Pujehun	11			1	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	Bo	88			16	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	Moyamba	19			6	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	Bonthe	1			1	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	WesternAreaUrban	123			5	0
20140914	GoSL_MoHS_sitRep_110	SLE	2	WesternAreaRural	59			2	0
20140915	Guinea_Ebola_Sit_Rep_148	GIN	0	Guinea	1911	158		1206	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	0	Guinea	960	79		605	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Conakry	147	21		61	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Gueckedou	350	58		293	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Macenta	276			162	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Dabola	4			4	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Kissidougou	8			7	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Dinguiraye	1			1	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Telimele	26			10	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Boffa	24			16	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Kouroussa	4			4	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Siguiri	6			3	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Pita	9			3	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Nzerekore	28			20	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Yomou	11			5	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Dubreka	21			4	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Forecariah	10			5	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Kerouane	26			3	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Coyah	7			4	0
20140915	Guinea_Ebola_Sit_Rep_153	GIN	2	Dalaba	2				0
20140915	Liberia_MoH_sitRep	LBR	0	Liberia	2804			1481	0
20140915	Liberia_MoH_sitRep	LBR	1	Bomi	84			55	0
20140915	Liberia_MoH_sitRep	LBR	1	Bong	222			65	0
20140915	Liberia_MoH_sitRep	LBR	1	Gbarpolu	1			0	0
20140915	Liberia_MoH_sitRep	LBR	1	GrandBassa	54			19	0
20140915	Liberia_MoH_sitRep	LBR	1	GrandCapeMount	17			14	0
20140915	Liberia_MoH_sitRep	LBR	1	GrandGedeh	3			2	0
20140915	Liberia_MoH_sitRep	LBR	1	Lofa	717			378	0
20140915	Liberia_MoH_sitRep	LBR	1	Margibi	457			197	0
20140915	Liberia_MoH_sitRep	LBR	1	Maryland	6			4	0
20140915	Liberia_MoH_sitRep	LBR	1	Monteserrado	1059			645	0
20140915	Liberia_MoH_sitRep	LBR	1	Nimba	171			95	0
20140915	Liberia_MoH_sitRep	LBR	1	RiverGee	9			5	0
20140915	Liberia_MoH_sitRep	LBR	1	RiverCess	1			1	0
20140915	Liberia_MoH_sitRep	LBR	1	Sinoe	3			1	0
20140915	GoSL_MoHS_sitRep_111	SLE	0	SierraLeone	1703	83	329	516	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	Kailahun	579			230	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	Kenema	438			229	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	Kono	55			3	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	Kambia	3			1	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	Koinadugu	0			0	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	Bombali	118			6	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	Tonkolili	34			2	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	PortLoko	160			18	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	Pujehun	11			1	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	Bo	88			16	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	Moyamba	19			6	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	Bonthe	1			1	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	WesternAreaUrban	136			7	0
20140915	GoSL_MoHS_sitRep_111	SLE	2	WesternAreaRural	61			2	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	0	Guinea	964	61		608	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Conakry	151	33		61	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Gueckedou	350	9		293	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Macenta	279	9		165	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Dabola	4			4	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Kissidougou	8			7	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Dinguiraye	1			1	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Telimele	26	2		10	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Boffa	24			16	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Kouroussa	4			4	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Siguiri	6	2		3	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Pita	9			3	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Nzerekore	28	1		20	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Yomou	11	1		5	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Dubreka	22	3		4	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Forecariah	10			5	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Kerouane	22			3	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Coyah	7	1		4	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Dalaba	2			0	0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Mandiana					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Faranah					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Kankan					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Boke					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Fria					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Kindia					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Touge					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Beyla					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Gaoual					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Koubia					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Koundara					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Labe					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Lelouma					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Mali					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Mamou					0
20140916	Guinea_Ebola_Sit_Rep_154	GIN	2	Lola					0
20140916	GoSL_MoHS_sitRep_112	SLE	0	SierraLeone	1735	101	349	531	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	Kailahun	601			234	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	Kenema	438			233	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	Kono	55			3	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	Kambia	3			1	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	Koinadugu	0			0	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	Bombali	119			6	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	Tonkolili	37			2	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	PortLoko	160			18	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	Pujehun	11			1	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	Bo	90			16	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	Moyamba	19			6	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	Bonthe	2			1	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	WesternAreaUrban	138			8	0
20140916	GoSL_MoHS_sitRep_112	SLE	2	WesternAreaRural	62			2	0
